TITULO,ANO,ENTIDADE_PROMOTORA,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
Ciência Jovem,2011,Espaço Ciência PE,3113850666283132,Eduarda Luiza de Vasconcelos Motta Marques,Marques,"MOTTA MARQUES, Eduarda L. V.",Recife,PE,"Mestranda em Design na CESAR School, especialista em Digital Strategy, com MBA pela Católica Business School da UNICAP,  é bacharela em Relações Internacionais pela Pontifícia Universidade Católica de São Paulo, com mobilidade internacional em Relações Internacionais e Ciências Políticas na Universidade do Minho em Portugal. &amp;#10;Atua como consultora em projetos de inovação design e empreendedorismo e é professora na CESAR School, nos cursos de bacharelado em Design e Ciências da Computação.&amp;#10;&amp;#10;Durante o ensino médio, integrou a Delegação Brasileira de Ciências em 2012, como uma das representantes do Estado de Pernambuco e Brasil na Expo Science International - AMLAT Paraguay (2012), foi integrante da equipe 1º colocada em Desenvolvimento Tecnológico do prêmio nacional Ciência Jovem - Espaço Ciência (2011); em seus projetos. recebeu apoio e reconhecimento da Escola Politécnica USP - Febrace10 (2012) e do Prêmio Jovem Cientista - CNpq (2010, 2011 e 2012).",02-09-2022,Centro de Estudos e Sistemas Avançados do Recife,
Hackathon Red Bull Basement (1ª colocação na fase regional),2020,CESAR e Red Bull,3333827836990109,Guilherme Fernando Cavalcanti Pereira,Pereira,"PEREIRA, G. F. C.;Guilherme F. C. Pereira;PEREIRA, Guilherme F. Cavalcanti",Recife,PE,"Doutorando no Instituto Tecnológico da Aeronáutica (ITA); Mestre em Engenharia Civil pela Universidade Católica de Pernambuco (UNICAP); Pós-Graduando em Design no Centro de Estudos e Sistemas Avançados do Recife (CESAR); MBA em Gerenciamento de Projetos pela Fundação Getúlio Vargas (FGV); MBA em Projetos, Dimensionamento e Modelagem de Estruturas e Fundações pelo Instituto de Pós-Graduação e Graduação (IPOG); MBA Executivo em Auditoria, Avaliações e Perícias da Engenharia pela Faculdade Global (FG); Especialista em Engenharia Ferroviária pela Faculdade Cidade Verde (FCV); Especialista em Modernização, Infraestrutura e Gestão Portuária pela Faculdade Unyleya (UNYLEYA); Especialista em Construção Naval e Offshore pela Universidade Católica de Petrópolis (UCP); Especialista em Engenharia Submarina pela Universidade Católica de Petrópolis (UCP); MBA Executivo em Gestão Aeroportuária pela Faculdade Unyleya (UNYLEYA); Bacharel em Engenharia Civil pela Universidade Católica de Pernambuco (UNICAP). Atua como Consultor de Qualificação Pleno II no CESAR School; Professor Universitário no Centro Universitário FACOL (UNIFACOL); Professor no Centro Universitário Brasileiro (UNIBRA); Responsável Técnico da empresa Metta Engenharia.",08-06-2022,,https://orcid.org/0000-0002-8730-2364
Hackathon Red Bull Basement (4ª colocação na fase nacional - votação pública),2020,Red Bull,3333827836990109,Guilherme Fernando Cavalcanti Pereira,Pereira,"PEREIRA, G. F. C.;Guilherme F. C. Pereira;PEREIRA, Guilherme F. Cavalcanti",Recife,PE,"Doutorando no Instituto Tecnológico da Aeronáutica (ITA); Mestre em Engenharia Civil pela Universidade Católica de Pernambuco (UNICAP); Pós-Graduando em Design no Centro de Estudos e Sistemas Avançados do Recife (CESAR); MBA em Gerenciamento de Projetos pela Fundação Getúlio Vargas (FGV); MBA em Projetos, Dimensionamento e Modelagem de Estruturas e Fundações pelo Instituto de Pós-Graduação e Graduação (IPOG); MBA Executivo em Auditoria, Avaliações e Perícias da Engenharia pela Faculdade Global (FG); Especialista em Engenharia Ferroviária pela Faculdade Cidade Verde (FCV); Especialista em Modernização, Infraestrutura e Gestão Portuária pela Faculdade Unyleya (UNYLEYA); Especialista em Construção Naval e Offshore pela Universidade Católica de Petrópolis (UCP); Especialista em Engenharia Submarina pela Universidade Católica de Petrópolis (UCP); MBA Executivo em Gestão Aeroportuária pela Faculdade Unyleya (UNYLEYA); Bacharel em Engenharia Civil pela Universidade Católica de Pernambuco (UNICAP). Atua como Consultor de Qualificação Pleno II no CESAR School; Professor Universitário no Centro Universitário FACOL (UNIFACOL); Professor no Centro Universitário Brasileiro (UNIBRA); Responsável Técnico da empresa Metta Engenharia.",08-06-2022,,https://orcid.org/0000-0002-8730-2364
HackLabs (2ª colocação),2022,CESAR,3333827836990109,Guilherme Fernando Cavalcanti Pereira,Pereira,"PEREIRA, G. F. C.;Guilherme F. C. Pereira;PEREIRA, Guilherme F. Cavalcanti",Recife,PE,"Doutorando no Instituto Tecnológico da Aeronáutica (ITA); Mestre em Engenharia Civil pela Universidade Católica de Pernambuco (UNICAP); Pós-Graduando em Design no Centro de Estudos e Sistemas Avançados do Recife (CESAR); MBA em Gerenciamento de Projetos pela Fundação Getúlio Vargas (FGV); MBA em Projetos, Dimensionamento e Modelagem de Estruturas e Fundações pelo Instituto de Pós-Graduação e Graduação (IPOG); MBA Executivo em Auditoria, Avaliações e Perícias da Engenharia pela Faculdade Global (FG); Especialista em Engenharia Ferroviária pela Faculdade Cidade Verde (FCV); Especialista em Modernização, Infraestrutura e Gestão Portuária pela Faculdade Unyleya (UNYLEYA); Especialista em Construção Naval e Offshore pela Universidade Católica de Petrópolis (UCP); Especialista em Engenharia Submarina pela Universidade Católica de Petrópolis (UCP); MBA Executivo em Gestão Aeroportuária pela Faculdade Unyleya (UNYLEYA); Bacharel em Engenharia Civil pela Universidade Católica de Pernambuco (UNICAP). Atua como Consultor de Qualificação Pleno II no CESAR School; Professor Universitário no Centro Universitário FACOL (UNIFACOL); Professor no Centro Universitário Brasileiro (UNIBRA); Responsável Técnico da empresa Metta Engenharia.",08-06-2022,,https://orcid.org/0000-0002-8730-2364
7º Prêmio Sebrae de Jornalismo (ganhador),2014,Sebrae e Revista IMPRENSA,3539280723617206,Denny Anderson Farias Costa,Costa,"COSTA, D. A. F.;A. F. COSTA, D.;A. F. COSTA, DENNY",Recife,PE,"Mestre em Indústrias Criativas pela Universidade Católica de Pernambuco e graduado em Jornalismo na Universidade Federal de Pernambuco. Tem como áreas de interesse: future studies, design crítico especulativo, mídia ubíqua e pervasiva, experiências ampliadas de comunicação e mobilidade informacional na pós-humanidade. Como projeto de conclusão de curso, escreveu um livro-reportagem com histórias de pessoas que tiveram a vida modificada pela visão. No mestrado, dissertou sobre sistemas de recomendação exercendo curadoria de informação ao microposicionar conteúdos geoetiquetados. Sua experiência profissional vai desde produtor, repórter e âncora em passagens por grandes redações de jornalismo como Rádio CBN, Rádio Globo e TV Globo, com produções para o Jornal Nacional, Fantástico e Globo News. Atua também como sócio e COO de uma agência de marketing digital e mídia de performance. Atualmente é professor no Centro de Estudos e Sistemas Avançados do Recife (CESAR). Enquanto jornalista, conquistou prêmios regionais e nacionais como o Prêmio Cristina Tavares, Prêmio Fecomércio, Prêmio Sebrae e Prêmio Petrobrás de Jornalismo, além de ser finalista do Prêmio CNI de Jornalismo em Brasília.",13-09-2022,,https://orcid.org/0000-0003-2352-6411
Prêmio Fenacon de Jornalismo 2015 (finalista),2015,Fenacon e Fenaj,3539280723617206,Denny Anderson Farias Costa,Costa,"COSTA, D. A. F.;A. F. COSTA, D.;A. F. COSTA, DENNY",Recife,PE,"Mestre em Indústrias Criativas pela Universidade Católica de Pernambuco e graduado em Jornalismo na Universidade Federal de Pernambuco. Tem como áreas de interesse: future studies, design crítico especulativo, mídia ubíqua e pervasiva, experiências ampliadas de comunicação e mobilidade informacional na pós-humanidade. Como projeto de conclusão de curso, escreveu um livro-reportagem com histórias de pessoas que tiveram a vida modificada pela visão. No mestrado, dissertou sobre sistemas de recomendação exercendo curadoria de informação ao microposicionar conteúdos geoetiquetados. Sua experiência profissional vai desde produtor, repórter e âncora em passagens por grandes redações de jornalismo como Rádio CBN, Rádio Globo e TV Globo, com produções para o Jornal Nacional, Fantástico e Globo News. Atua também como sócio e COO de uma agência de marketing digital e mídia de performance. Atualmente é professor no Centro de Estudos e Sistemas Avançados do Recife (CESAR). Enquanto jornalista, conquistou prêmios regionais e nacionais como o Prêmio Cristina Tavares, Prêmio Fecomércio, Prêmio Sebrae e Prêmio Petrobrás de Jornalismo, além de ser finalista do Prêmio CNI de Jornalismo em Brasília.",13-09-2022,,https://orcid.org/0000-0003-2352-6411
Prêmio CNI de Jornalismo (finalista),2015,Confederação Nacional da Indústria,3539280723617206,Denny Anderson Farias Costa,Costa,"COSTA, D. A. F.;A. F. COSTA, D.;A. F. COSTA, DENNY",Recife,PE,"Mestre em Indústrias Criativas pela Universidade Católica de Pernambuco e graduado em Jornalismo na Universidade Federal de Pernambuco. Tem como áreas de interesse: future studies, design crítico especulativo, mídia ubíqua e pervasiva, experiências ampliadas de comunicação e mobilidade informacional na pós-humanidade. Como projeto de conclusão de curso, escreveu um livro-reportagem com histórias de pessoas que tiveram a vida modificada pela visão. No mestrado, dissertou sobre sistemas de recomendação exercendo curadoria de informação ao microposicionar conteúdos geoetiquetados. Sua experiência profissional vai desde produtor, repórter e âncora em passagens por grandes redações de jornalismo como Rádio CBN, Rádio Globo e TV Globo, com produções para o Jornal Nacional, Fantástico e Globo News. Atua também como sócio e COO de uma agência de marketing digital e mídia de performance. Atualmente é professor no Centro de Estudos e Sistemas Avançados do Recife (CESAR). Enquanto jornalista, conquistou prêmios regionais e nacionais como o Prêmio Cristina Tavares, Prêmio Fecomércio, Prêmio Sebrae e Prêmio Petrobrás de Jornalismo, além de ser finalista do Prêmio CNI de Jornalismo em Brasília.",13-09-2022,,https://orcid.org/0000-0003-2352-6411
21º Prêmio Cristina Tavares de Jornalismo (ganhador),2015,Sinjope e Fenaj,3539280723617206,Denny Anderson Farias Costa,Costa,"COSTA, D. A. F.;A. F. COSTA, D.;A. F. COSTA, DENNY",Recife,PE,"Mestre em Indústrias Criativas pela Universidade Católica de Pernambuco e graduado em Jornalismo na Universidade Federal de Pernambuco. Tem como áreas de interesse: future studies, design crítico especulativo, mídia ubíqua e pervasiva, experiências ampliadas de comunicação e mobilidade informacional na pós-humanidade. Como projeto de conclusão de curso, escreveu um livro-reportagem com histórias de pessoas que tiveram a vida modificada pela visão. No mestrado, dissertou sobre sistemas de recomendação exercendo curadoria de informação ao microposicionar conteúdos geoetiquetados. Sua experiência profissional vai desde produtor, repórter e âncora em passagens por grandes redações de jornalismo como Rádio CBN, Rádio Globo e TV Globo, com produções para o Jornal Nacional, Fantástico e Globo News. Atua também como sócio e COO de uma agência de marketing digital e mídia de performance. Atualmente é professor no Centro de Estudos e Sistemas Avançados do Recife (CESAR). Enquanto jornalista, conquistou prêmios regionais e nacionais como o Prêmio Cristina Tavares, Prêmio Fecomércio, Prêmio Sebrae e Prêmio Petrobrás de Jornalismo, além de ser finalista do Prêmio CNI de Jornalismo em Brasília.",13-09-2022,,https://orcid.org/0000-0003-2352-6411
Prêmio Petrobras de Jornalismo 2015 (ganhador),2015,Petrobras,3539280723617206,Denny Anderson Farias Costa,Costa,"COSTA, D. A. F.;A. F. COSTA, D.;A. F. COSTA, DENNY",Recife,PE,"Mestre em Indústrias Criativas pela Universidade Católica de Pernambuco e graduado em Jornalismo na Universidade Federal de Pernambuco. Tem como áreas de interesse: future studies, design crítico especulativo, mídia ubíqua e pervasiva, experiências ampliadas de comunicação e mobilidade informacional na pós-humanidade. Como projeto de conclusão de curso, escreveu um livro-reportagem com histórias de pessoas que tiveram a vida modificada pela visão. No mestrado, dissertou sobre sistemas de recomendação exercendo curadoria de informação ao microposicionar conteúdos geoetiquetados. Sua experiência profissional vai desde produtor, repórter e âncora em passagens por grandes redações de jornalismo como Rádio CBN, Rádio Globo e TV Globo, com produções para o Jornal Nacional, Fantástico e Globo News. Atua também como sócio e COO de uma agência de marketing digital e mídia de performance. Atualmente é professor no Centro de Estudos e Sistemas Avançados do Recife (CESAR). Enquanto jornalista, conquistou prêmios regionais e nacionais como o Prêmio Cristina Tavares, Prêmio Fecomércio, Prêmio Sebrae e Prêmio Petrobrás de Jornalismo, além de ser finalista do Prêmio CNI de Jornalismo em Brasília.",13-09-2022,,https://orcid.org/0000-0003-2352-6411
22º Prêmio Cristina Tavares de Jornalismo (ganhador),2016,Sinjope e Fenaj,3539280723617206,Denny Anderson Farias Costa,Costa,"COSTA, D. A. F.;A. F. COSTA, D.;A. F. COSTA, DENNY",Recife,PE,"Mestre em Indústrias Criativas pela Universidade Católica de Pernambuco e graduado em Jornalismo na Universidade Federal de Pernambuco. Tem como áreas de interesse: future studies, design crítico especulativo, mídia ubíqua e pervasiva, experiências ampliadas de comunicação e mobilidade informacional na pós-humanidade. Como projeto de conclusão de curso, escreveu um livro-reportagem com histórias de pessoas que tiveram a vida modificada pela visão. No mestrado, dissertou sobre sistemas de recomendação exercendo curadoria de informação ao microposicionar conteúdos geoetiquetados. Sua experiência profissional vai desde produtor, repórter e âncora em passagens por grandes redações de jornalismo como Rádio CBN, Rádio Globo e TV Globo, com produções para o Jornal Nacional, Fantástico e Globo News. Atua também como sócio e COO de uma agência de marketing digital e mídia de performance. Atualmente é professor no Centro de Estudos e Sistemas Avançados do Recife (CESAR). Enquanto jornalista, conquistou prêmios regionais e nacionais como o Prêmio Cristina Tavares, Prêmio Fecomércio, Prêmio Sebrae e Prêmio Petrobrás de Jornalismo, além de ser finalista do Prêmio CNI de Jornalismo em Brasília.",13-09-2022,,https://orcid.org/0000-0003-2352-6411
Votos de Aplausos e Congratulações,2016,Câmara Municipal do Recife,3539280723617206,Denny Anderson Farias Costa,Costa,"COSTA, D. A. F.;A. F. COSTA, D.;A. F. COSTA, DENNY",Recife,PE,"Mestre em Indústrias Criativas pela Universidade Católica de Pernambuco e graduado em Jornalismo na Universidade Federal de Pernambuco. Tem como áreas de interesse: future studies, design crítico especulativo, mídia ubíqua e pervasiva, experiências ampliadas de comunicação e mobilidade informacional na pós-humanidade. Como projeto de conclusão de curso, escreveu um livro-reportagem com histórias de pessoas que tiveram a vida modificada pela visão. No mestrado, dissertou sobre sistemas de recomendação exercendo curadoria de informação ao microposicionar conteúdos geoetiquetados. Sua experiência profissional vai desde produtor, repórter e âncora em passagens por grandes redações de jornalismo como Rádio CBN, Rádio Globo e TV Globo, com produções para o Jornal Nacional, Fantástico e Globo News. Atua também como sócio e COO de uma agência de marketing digital e mídia de performance. Atualmente é professor no Centro de Estudos e Sistemas Avançados do Recife (CESAR). Enquanto jornalista, conquistou prêmios regionais e nacionais como o Prêmio Cristina Tavares, Prêmio Fecomércio, Prêmio Sebrae e Prêmio Petrobrás de Jornalismo, além de ser finalista do Prêmio CNI de Jornalismo em Brasília.",13-09-2022,,https://orcid.org/0000-0003-2352-6411
Prêmio Gastão de Holanda,1994,Universidade Federal de Pernambuco,4137898857225049,Luiz Francisco Alves de Araujo,Araujo,"ARAUJO, Luiz Francisco A.;ARAÚJO, L.;de Araújo, Luiz F.;Luiz F. de Araújo;Araújo, Luiz",São Paulo,SP,"É doutorando em Design pela Universidade Federal de Pernambuco na área de artefatos digitais, possui mestrado (2015) e graduação em Design 1994) pela mesma instituição. É coordenador do curso de Bacharelado em Design da CESAR School e também atua como coordenador do curso de especialização em Design de Interação para Artefatos Digitais na mesma instituição. Atuou como coordenador do Curso Técnico de Nível Médio de Multimídia/Artes para Jogos Digitais na Escola Técnica Estadual Cícero Dias - Programa NAVE,  e também coordenou a especialização em Design de Interação na Faculdade Guararapes. &amp;#10;Dentro do Programa NAVE coordenou orientou mais de 60 projetos de jogos e artefatos digitais que somam mais de 800.000 downloads nas lojas do Google Play e Microsoft Store, muitos destes projetos foram premiados em eventos como: Festival de Jogos Independentes do SBGames; competições de hackathon da Microsoft; Technovation Challenge; Concurso INOVApps do Ministério das Comunicações; dentre outros. Coordenou também projetos de animações selecionados e premiados em diversos festivais nacionais e internacionais como o Anima Mundi,  Festival Pequeno Cineasta, Mostra Geração - Festival do Rio, I.N.S.A.N.E. Festival, Grenada Aftergow e Fayette Film Fest.&amp;#10;Trabalhou mais de 18 anos na área de comunicação e design para várias empresas e instituições destacando projetos como: o livro/ações ?Comedoria Popular?, patrocinado pelo Fundo Pernambucano de Incentivo à Cultura - FUNCULTURA; &amp;quot;Direito do Consumidor nas Ruas&amp;quot; da ADECCON, financiado pelo Ministério da Justiça; projeto DVD-ROM da &amp;quot;Sala especial Paulo Bruscky&amp;quot; para Bienal de Artes de São Paulo 2004, projeto patrocinado pelo Centro Cultural Brasil Alemanha - CCBA e Consulado Alemão.",10-09-2021,Centro de Estudos e Sistemas Avançados do Recife,https://orcid.org/0000-0002-4610-6586
Concurso de Logomarca do II Congresso Estadual de Magistrados,2005,Associação dos Magistrados do Estado de Pernambucco - AMEPE,4137898857225049,Luiz Francisco Alves de Araujo,Araujo,"ARAUJO, Luiz Francisco A.;ARAÚJO, L.;de Araújo, Luiz F.;Luiz F. de Araújo;Araújo, Luiz",São Paulo,SP,"É doutorando em Design pela Universidade Federal de Pernambuco na área de artefatos digitais, possui mestrado (2015) e graduação em Design 1994) pela mesma instituição. É coordenador do curso de Bacharelado em Design da CESAR School e também atua como coordenador do curso de especialização em Design de Interação para Artefatos Digitais na mesma instituição. Atuou como coordenador do Curso Técnico de Nível Médio de Multimídia/Artes para Jogos Digitais na Escola Técnica Estadual Cícero Dias - Programa NAVE,  e também coordenou a especialização em Design de Interação na Faculdade Guararapes. &amp;#10;Dentro do Programa NAVE coordenou orientou mais de 60 projetos de jogos e artefatos digitais que somam mais de 800.000 downloads nas lojas do Google Play e Microsoft Store, muitos destes projetos foram premiados em eventos como: Festival de Jogos Independentes do SBGames; competições de hackathon da Microsoft; Technovation Challenge; Concurso INOVApps do Ministério das Comunicações; dentre outros. Coordenou também projetos de animações selecionados e premiados em diversos festivais nacionais e internacionais como o Anima Mundi,  Festival Pequeno Cineasta, Mostra Geração - Festival do Rio, I.N.S.A.N.E. Festival, Grenada Aftergow e Fayette Film Fest.&amp;#10;Trabalhou mais de 18 anos na área de comunicação e design para várias empresas e instituições destacando projetos como: o livro/ações ?Comedoria Popular?, patrocinado pelo Fundo Pernambucano de Incentivo à Cultura - FUNCULTURA; &amp;quot;Direito do Consumidor nas Ruas&amp;quot; da ADECCON, financiado pelo Ministério da Justiça; projeto DVD-ROM da &amp;quot;Sala especial Paulo Bruscky&amp;quot; para Bienal de Artes de São Paulo 2004, projeto patrocinado pelo Centro Cultural Brasil Alemanha - CCBA e Consulado Alemão.",10-09-2021,Centro de Estudos e Sistemas Avançados do Recife,https://orcid.org/0000-0002-4610-6586
1o lugar no VII Ciência Jovem,2001,Secretaria de Educação do Estado de Pernambuco,5021063332240818,Diocleciano Dantas Neto,Neto,"DANTAS NETO, D.;DIOCLECIANO NETO",Recife,PE,"Possui graduação em Engenharia da Computação pela Universidade Federal de Pernambuco (2012), atuando principalmente nos seguintes temas: redes de comunicação, redes de computadores, eficiência de códigos, códigos de Huffman, teoria da informação e codificação de fonte. Mestre em Ciências da Computação pela Universidade Federal de Pernambuco (2017) com área de concentração em sistemas de comunicação veiculares.",19-09-2022,,
"2º Lugar Hackathon Hack a City Brazil, Edição Garanhuns 2017",2017,"Porto., ubiwhere, Open &amp; Agilie Smart Cities e Fiware..",5134397331258110,João Antônio Chagas Nunes,Nunes,"NUNES, J. A. C.;CHAGAS NUNES, JOAO ANTONIO;NUNES, J.A.C.",Santa Cruz do Capibaribe,VAZIO,VAZIO,29-12-2020,,
Best Poster Award,2017,XIII Workshop de Visão Computacional - WVC 2017,5134397331258110,João Antônio Chagas Nunes,Nunes,"NUNES, J. A. C.;CHAGAS NUNES, JOAO ANTONIO;NUNES, J.A.C.",Santa Cruz do Capibaribe,VAZIO,VAZIO,29-12-2020,,
Projete,1995,ETE &amp;quot;FMC&amp;quot;,5161255861654045,Henrique Braga Foresti,Foresti,"FORESTI, H. B.",Varginha,MG,"Cursou a Escola Técnica de Eletrônica  ETE &amp;quot;FMC&amp;quot; (de 1994 à 1996), possui  graduação em Ciência da Computação pela Universidade do Estado de Minas Gerais (2001) e mestrado em Engenharia Mecânica pela Universidade Federal de Pernambuco (2006).  É Professora da CESAR School, dealizador da plataforma robótica livre - Robô Livre e Engenheiro de Sistemas no CESAR. Conduziu diversas pesquisas sobretudo na área de Robótica, Eletrônica Embarcada e Veículo Aéreos não Tripulados acreditados por diversas Empresas e Órgãos de Fomento.",12-07-2022,Centro de Estudos e Sistemas Avançados do Recife,
Iniciação Cientifica,2000,Fapesp,5161255861654045,Henrique Braga Foresti,Foresti,"FORESTI, H. B.",Varginha,MG,"Cursou a Escola Técnica de Eletrônica  ETE &amp;quot;FMC&amp;quot; (de 1994 à 1996), possui  graduação em Ciência da Computação pela Universidade do Estado de Minas Gerais (2001) e mestrado em Engenharia Mecânica pela Universidade Federal de Pernambuco (2006).  É Professora da CESAR School, dealizador da plataforma robótica livre - Robô Livre e Engenheiro de Sistemas no CESAR. Conduziu diversas pesquisas sobretudo na área de Robótica, Eletrônica Embarcada e Veículo Aéreos não Tripulados acreditados por diversas Empresas e Órgãos de Fomento.",12-07-2022,Centro de Estudos e Sistemas Avançados do Recife,
LARC - Latino America Robotic Competition - Categoria @home,2014,SBC,5161255861654045,Henrique Braga Foresti,Foresti,"FORESTI, H. B.",Varginha,MG,"Cursou a Escola Técnica de Eletrônica  ETE &amp;quot;FMC&amp;quot; (de 1994 à 1996), possui  graduação em Ciência da Computação pela Universidade do Estado de Minas Gerais (2001) e mestrado em Engenharia Mecânica pela Universidade Federal de Pernambuco (2006).  É Professora da CESAR School, dealizador da plataforma robótica livre - Robô Livre e Engenheiro de Sistemas no CESAR. Conduziu diversas pesquisas sobretudo na área de Robótica, Eletrônica Embarcada e Veículo Aéreos não Tripulados acreditados por diversas Empresas e Órgãos de Fomento.",12-07-2022,Centro de Estudos e Sistemas Avançados do Recife,
CBR - Competição Brasileira de Robótica - Categoria @Home,2014,SBC,5161255861654045,Henrique Braga Foresti,Foresti,"FORESTI, H. B.",Varginha,MG,"Cursou a Escola Técnica de Eletrônica  ETE &amp;quot;FMC&amp;quot; (de 1994 à 1996), possui  graduação em Ciência da Computação pela Universidade do Estado de Minas Gerais (2001) e mestrado em Engenharia Mecânica pela Universidade Federal de Pernambuco (2006).  É Professora da CESAR School, dealizador da plataforma robótica livre - Robô Livre e Engenheiro de Sistemas no CESAR. Conduziu diversas pesquisas sobretudo na área de Robótica, Eletrônica Embarcada e Veículo Aéreos não Tripulados acreditados por diversas Empresas e Órgãos de Fomento.",12-07-2022,Centro de Estudos e Sistemas Avançados do Recife,
LARC - Latino America Robotics Competition - Campeão @Home,2015,SBC,5161255861654045,Henrique Braga Foresti,Foresti,"FORESTI, H. B.",Varginha,MG,"Cursou a Escola Técnica de Eletrônica  ETE &amp;quot;FMC&amp;quot; (de 1994 à 1996), possui  graduação em Ciência da Computação pela Universidade do Estado de Minas Gerais (2001) e mestrado em Engenharia Mecânica pela Universidade Federal de Pernambuco (2006).  É Professora da CESAR School, dealizador da plataforma robótica livre - Robô Livre e Engenheiro de Sistemas no CESAR. Conduziu diversas pesquisas sobretudo na área de Robótica, Eletrônica Embarcada e Veículo Aéreos não Tripulados acreditados por diversas Empresas e Órgãos de Fomento.",12-07-2022,Centro de Estudos e Sistemas Avançados do Recife,
CBR - Competição Brasileira de Robótica - Campeão @Home,2015,SBC,5161255861654045,Henrique Braga Foresti,Foresti,"FORESTI, H. B.",Varginha,MG,"Cursou a Escola Técnica de Eletrônica  ETE &amp;quot;FMC&amp;quot; (de 1994 à 1996), possui  graduação em Ciência da Computação pela Universidade do Estado de Minas Gerais (2001) e mestrado em Engenharia Mecânica pela Universidade Federal de Pernambuco (2006).  É Professora da CESAR School, dealizador da plataforma robótica livre - Robô Livre e Engenheiro de Sistemas no CESAR. Conduziu diversas pesquisas sobretudo na área de Robótica, Eletrônica Embarcada e Veículo Aéreos não Tripulados acreditados por diversas Empresas e Órgãos de Fomento.",12-07-2022,Centro de Estudos e Sistemas Avançados do Recife,
Transformadores Gol Novos Tempos,2017,revista Trip,5161255861654045,Henrique Braga Foresti,Foresti,"FORESTI, H. B.",Varginha,MG,"Cursou a Escola Técnica de Eletrônica  ETE &amp;quot;FMC&amp;quot; (de 1994 à 1996), possui  graduação em Ciência da Computação pela Universidade do Estado de Minas Gerais (2001) e mestrado em Engenharia Mecânica pela Universidade Federal de Pernambuco (2006).  É Professora da CESAR School, dealizador da plataforma robótica livre - Robô Livre e Engenheiro de Sistemas no CESAR. Conduziu diversas pesquisas sobretudo na área de Robótica, Eletrônica Embarcada e Veículo Aéreos não Tripulados acreditados por diversas Empresas e Órgãos de Fomento.",12-07-2022,Centro de Estudos e Sistemas Avançados do Recife,
Melhor Vídeo pelo Júri Popular na Mostra WEB Competitiva do Mostramundo com o vídeo &amp;quot;Morte e Vida Canina&amp;quot;,2006,"Mostramundo, Festival da Imagem em Movimento - AESO",5293927608955859,Yvana Oliveira de Alencastro,Alencastro,"ALENCASTRO, Y. O.;ALENCASTRO, YVANA OLIVEIRA",Recife,PE,"Mestre em DESIGN E TECNOLOGIA na Universidade Federal do Rio Grande do Sul. Possui duas pós-graduações Latto Senso. Especialização em DESIGN DE INTERAÇÃO E INTERFACE PARA DISPOSITIVOS realizado no Centro de Estudos e Sistemas Avançados do Recife, CESAR, Brasil. MBA em Marketing realizado na Universidade de Pernambuco. Possui graduação em DESIGN pela Universidade Federal de Pernambuco (2006). Tem experiência na área de Desenho Industrial, com ênfase em Programação Visual, atuando principalmente nas seguintes áreas: design editorial, memória gráfica, tipografia, moderno, marcas e pós-moderno.",05-07-2021,,
Láurea Universitária,2006,Universidade Federal de Pernambuco,5293927608955859,Yvana Oliveira de Alencastro,Alencastro,"ALENCASTRO, Y. O.;ALENCASTRO, YVANA OLIVEIRA",Recife,PE,"Mestre em DESIGN E TECNOLOGIA na Universidade Federal do Rio Grande do Sul. Possui duas pós-graduações Latto Senso. Especialização em DESIGN DE INTERAÇÃO E INTERFACE PARA DISPOSITIVOS realizado no Centro de Estudos e Sistemas Avançados do Recife, CESAR, Brasil. MBA em Marketing realizado na Universidade de Pernambuco. Possui graduação em DESIGN pela Universidade Federal de Pernambuco (2006). Tem experiência na área de Desenho Industrial, com ênfase em Programação Visual, atuando principalmente nas seguintes áreas: design editorial, memória gráfica, tipografia, moderno, marcas e pós-moderno.",05-07-2021,,
1º Lugar do Prêmio Jovem Pesquisador pela excelência do artigo O Poeta José Maria Carneiro de Albuquerque e Mello e a Trajetória da Revista do Norte - 3º Congic,2007,Sociedade Brasileira de Design da Informação,5293927608955859,Yvana Oliveira de Alencastro,Alencastro,"ALENCASTRO, Y. O.;ALENCASTRO, YVANA OLIVEIRA",Recife,PE,"Mestre em DESIGN E TECNOLOGIA na Universidade Federal do Rio Grande do Sul. Possui duas pós-graduações Latto Senso. Especialização em DESIGN DE INTERAÇÃO E INTERFACE PARA DISPOSITIVOS realizado no Centro de Estudos e Sistemas Avançados do Recife, CESAR, Brasil. MBA em Marketing realizado na Universidade de Pernambuco. Possui graduação em DESIGN pela Universidade Federal de Pernambuco (2006). Tem experiência na área de Desenho Industrial, com ênfase em Programação Visual, atuando principalmente nas seguintes áreas: design editorial, memória gráfica, tipografia, moderno, marcas e pós-moderno.",05-07-2021,,
